datetime,open,close,high,low,volume,成交额,均价
2025-12-22 13:33:00,0.0,1411.99,1412.0,1411.74,81,11436853.0,1411.077
2025-12-22 13:34:00,0.0,1411.87,1412.0,1411.82,72,10165891.0,1411.081
2025-12-22 13:35:00,0.0,1411.76,1411.87,1411.76,33,4659031.0,1411.083
2025-12-22 13:36:00,0.0,1411.05,1411.75,1411.05,70,9880915.0,1411.086
2025-12-22 13:37:00,0.0,1411.1,1411.4,1411.03,30,4233224.0,1411.086
2025-12-22 13:38:00,0.0,1411.39,1411.39,1411.06,40,5644918.0,1411.086
2025-12-22 13:39:00,0.0,1411.97,1411.98,1411.4,79,11151428.0,1411.089
2025-12-22 13:40:00,0.0,1411.75,1411.96,1411.43,28,3952794.0,1411.09
2025-12-22 13:41:00,0.0,1411.83,1411.9,1411.5,30,4234729.0,1411.091
2025-12-22 13:42:00,0.0,1411.96,1411.96,1411.51,61,8611712.0,1411.094
2025-12-22 13:43:00,0.0,1411.96,1411.98,1411.91,51,7201041.0,1411.098
2025-12-22 13:44:00,0.0,1411.89,1411.96,1411.88,38,5365359.0,1411.1
2025-12-22 13:45:00,0.0,1411.98,1411.98,1411.89,48,6777395.0,1411.103
2025-12-22 13:46:00,0.0,1411.97,1411.99,1411.91,30,4235893.0,1411.105
2025-12-22 13:47:00,0.0,1411.84,1411.95,1411.83,23,3247309.0,1411.106
2025-12-22 13:48:00,0.0,1411.91,1411.92,1411.84,48,6777101.0,1411.109
2025-12-22 13:49:00,0.0,1411.88,1411.93,1411.87,88,12424687.0,1411.114
2025-12-22 13:50:00,0.0,1411.83,1411.89,1411.81,39,5506163.0,1411.116
2025-12-22 13:51:00,0.0,1411.6,1411.82,1411.6,57,8047092.0,1411.119
2025-12-22 13:52:00,0.0,1411.67,1411.76,1411.5,47,6634723.0,1411.12
2025-12-22 13:53:00,0.0,1411.79,1411.82,1411.51,50,7058481.0,1411.122
2025-12-22 13:54:00,0.0,1411.52,1411.82,1411.5,49,6916756.0,1411.124
2025-12-22 13:55:00,0.0,1411.41,1411.52,1411.41,30,4234368.0,1411.125
2025-12-22 13:56:00,0.0,1411.19,1411.4,1411.19,69,9738365.0,1411.126
2025-12-22 13:57:00,0.0,1411.11,1411.37,1411.11,33,4657145.0,1411.126
2025-12-22 13:58:00,0.0,1411.06,1411.37,1410.67,73,10300508.0,1411.126
2025-12-22 13:59:00,0.0,1410.63,1410.67,1410.63,21,2962374.0,1411.125
2025-12-22 14:00:00,0.0,1410.38,1410.64,1410.36,33,4654663.0,1411.124
2025-12-22 14:01:00,0.0,1410.61,1410.61,1410.36,84,11847652.0,1411.12
2025-12-22 14:02:00,0.0,1411.24,1411.37,1410.59,94,13261141.0,1411.117
2025-12-22 14:03:00,0.0,1411.48,1411.48,1410.96,88,12419375.0,1411.118
2025-12-22 14:04:00,0.0,1411.03,1411.48,1411.01,68,9596981.0,1411.119
2025-12-22 14:05:00,0.0,1411.02,1411.48,1411.02,48,6774560.0,1411.12
